539,3714,99
684,3569,44
798,3613,52
818,3908,16
852,2929,2
1332,3551,81
1463,2633,24
1483,2612,71
1493,2130,44
1558,2380,52
1634,2461,39
1683,1152,67
1703,1133,63
1704,1447,2
1714,3169,93
1755,1553,18
1790,5456,94
1873,2065,81
2001,2409,67
2089,1692,90
2156,3515,22
2270,1983,90
2282,1341,88
2308,2890,7
2475,3195,58
2480,2245,52
2509,1587,21
2517,4728,81
2525,2358,41
2548,2650,5
2621,2892,79
2639,2559,77
2719,1061,65
2730,2941,25
2739,5609,68
2732,5301,88
2816,4902,29
2832,2051,71
2850,2978,44
2864,2649,46
2862,3438,15
2880,1058,51
2923,3850,9
2911,4177,58
2930,1795,90
2968,1757,25
3023,2175,19
3178,2965,57
3211,727,29
3212,884,19
3208,5140,27
3249,3367,92
3330,2340,73
3386,1655,71
3450,3481,46
3622,946,30
3624,5196,98
3666,2949,6
3803,2498,38
3821,1377,92
3953,3450,23
4033,3528,24
4069,4752,28
4193,1950,10
4200,1785,32
4202,3989,29
4268,1245,41
4299,2159,10
4378,7592,29
4436,5172,66
4507,7464,72
4591,2182,21
4613,4995,13
4609,4212,95
4659,4476,69
4734,4402,3
4728,5038,77
4756,3435,89
4771,5782,47
4817,4948,12
4848,8540,42
4836,4142,49
4842,8703,34
4810,6688,77
4906,5017,98
4971,4637,53
5133,7310,27
5214,4709,10
5218,4705,91
5251,5774,25
5297,4626,85
5330,5695,39
5405,3731,17
5427,4339,30
5461,3675,43
5536,5332,66
5545,5323,53
5551,5632,96
5604,1484,51
5711,5157,49
5813,5370,5
5882,5458,57
5908,4015,37
5962,5221,11
6023,5632,90
6052,5761,25
6125,2853,97
6474,4709,69
6466,7710,30
6616,6615,84
6847,3233,7
7616,3724,99
7759,6102,85
7956,4959,12
8112,4646,66
8198,4560,11
8185,4258,1
8363,4080,26
8835,6128,58
247,3988,63
572,3664,91
696,3225,50
778,3458,39
1003,2760,89
1043,2563,28
1101,2347,12
1084,2521,54
1280,4058,62
1302,2933,81
1392,2528,66
1407,3143,76
1434,3904,70
1450,3100,61
1529,1446,35
1663,3045,67
1683,3025,31
1753,1380,100
1766,3099,80
1800,2908,71
1835,1928,21
1845,973,50
1932,3091,1
1983,3513,26
2105,3548,32
2111,1967,11
2156,1449,50
2214,3439,2
2230,2320,60
2248,2460,86
2347,1574,81
2369,2182,68
2435,3061,4
2451,6195,50
2449,1786,21
2456,2409,79
2492,4106,8
2525,1553,58
2579,1814,61
2581,2442,88
2592,2589,12
2652,1899,69
2712,1839,81
2735,3705,93
2779,3977,38
2828,2825,100
2863,1215,90
2893,3548,90
2920,2890,98
2929,3827,96
2974,5357,3
3025,4360,70
3088,5557,23
3148,3135,40
3175,1060,30
3242,3356,33
3247,516,29
3332,2478,75
3297,3458,2
3358,1822,20
3490,273,89
3567,196,54
3604,2364,9
3634,3121,85
3665,2303,50
3712,2886,21
3742,1754,80
3757,1738,82
3792,1389,62
3791,1547,10
3971,3099,69
3998,4647,74
4024,3361,33
4057,3171,71
4061,2064,80
4127,3416,80
4158,865,20
4222,1589,24
4220,2378,13
4227,3474,33
4287,2783,26
4289,1679,32
4360,3340,33
4387,7408,72
4485,3058,43
4500,996,5
4505,5086,63
4516,2397,55
4611,5294,3
4637,2906,28
4648,5100,8
4682,7113,97
4734,4069,64
4806,5100,10
4807,4154,1
4821,8707,38
4850,5213,16
4882,5339,59
4971,5249,66
4990,7908,27
4980,3665,15
4919,6876,88
4993,7590,24
5012,4578,40
5021,5514,41
5023,1733,40
5059,8784,5
5115,1168,17
5122,2106,80
5329,4577,37
5495,5513,95
5526,3749,26
5533,4687,32
5551,4827,59
5641,2847,11
5769,5554,55
5738,8105,46
5804,5204,47
5831,3917,89
6064,3212,20
6103,5850,72
6090,6966,25
6215,5581,11
6481,4684,12
6848,7310,51
7037,7593,56
7039,7591,46
7821,3502,53
7806,6825,16
8349,4549,15
8525,6105,21
8968,5820,91
783,3750,33
1229,2044,95
1337,2093,19
1358,1915,13
1479,3054,50
1501,4135,28
1528,4737,95
1547,5033,80
1742,2004,84
1793,3370,41
1797,1476,26
1809,992,96
1934,3071,32
1977,1454,32
1970,5240,77
1995,963,96
2059,1214,97
2388,3877,69
2430,1630,100
2477,4891,58
2573,4007,50
2582,6361,18
2642,2678,50
2668,2180,43
2682,1221,14
2680,6105,95
2811,2510,36
2828,5170,60
2868,2767,68
2915,3823,43
2922,2871,85
2891,6524,54
2962,4878,83
3001,3422,33
2977,6124,43
3067,3356,22
3078,4605,76
3125,1408,89
3145,2963,93
3192,869,48
3204,4321,99
3246,2232,41
3250,495,97
3277,2674,72
3290,3763,40
3327,1206,4
3366,1797,73
3382,1466,75
3543,1778,61
3620,598,74
3627,434,86
3711,2712,95
3717,3021,54
3731,3322,60
3789,901,66
3815,1663,68
3837,1011,21
3932,1861,31
3964,3562,60
3994,3531,86
4025,823,87
4162,5411,97
4302,7003,98
4347,2391,93
4420,5783,29
4410,3116,6
4463,4323,88
4512,2856,95
4538,2987,35
4563,5640,75
4569,4059,37
4556,2654,99
4593,5610,89
4647,5714,39
4665,4436,99
4727,5476,81
4740,896,73
4800,4931,27
4803,2723,39
4819,6959,68
4833,8362,6
4846,4727,66
4856,4402,37
4855,7868,61
4897,7039,98
4928,8110,4
4929,8109,100
4902,1521,65
5102,1164,36
5158,5675,67
5286,8067,11
5250,8733,60
5396,3862,87
5401,5432,28
5486,5189,2
5547,5916,86
5560,5431,37
5765,4281,17
6008,4983,44
6095,5053,60
6226,5552,44
6295,7845,41
6443,4075,70
6546,6965,12
6882,4266,20
7964,5231,39
9061,5080,21
793,3408,51
1237,3908,45
1279,2922,56
1278,2765,16
1298,3060,55
1433,4185,95
1501,3959,47
1556,4534,45
1600,4648,82
1623,2420,99
1643,2400,5
1769,1644,91
1842,1571,12
1855,3606,25
1923,2750,5
1980,3481,78
2007,1091,9
2060,4818,86
2058,4347,91
2076,1179,37
2148,3627,11
2154,1101,74
2288,3015,70
2322,1721,1
2420,2095,45
2433,2082,16
2458,2058,39
2457,1586,31
2558,2745,64
2562,2426,58
2636,2510,42
2652,3438,56
2658,2015,12
2824,7047,74
2866,1492,42
2896,832,44
2899,1302,14
2925,6473,95
2965,1551,21
3003,2772,99
3017,5121,88
3053,2408,72
3058,1142,14
3106,4717,82
3113,5025,88
3141,744,53
3147,1998,50
3134,5161,53
3224,6647,62
3255,630,98
3257,3779,39
3317,3718,43
3326,4025,47
3337,706,4
3337,1178,66
3496,2280,51
3503,2273,79
3593,3285,68
3613,430,22
3652,3226,61
3675,683,33
3671,3207,69
3761,7370,54
3853,977,93
3837,4931,90
3862,1283,73
3890,1255,39
3940,890,63
3984,3682,22
3981,2739,72
3997,6661,91
4026,3955,91
4059,3607,7
4056,1404,32
4122,1969,84
4132,2589,12
4191,4262,71
4228,1233,87
4252,3728,4
4264,4346,24
4299,4942,48
4324,821,39
4326,2237,24
4376,1557,61
4398,747,72
4452,2111,93
4574,5297,10
4602,5268,83
4685,3138,89
4713,3425,16
4784,4299,44
4801,6959,2
4832,5196,98
4902,2134,18
4922,2586,76
4938,6507,22
4969,7422,14
5081,1954,60
5144,5199,100
5378,1027,15
5386,8422,57
5465,3618,90
5478,5495,60
5503,5628,12
5512,7824,66
5641,1237,96
5647,3279,70
5698,4172,22
5796,3602,38
5842,4973,92
5913,2540,70
5996,5607,85
6054,4919,93
6781,6869,25
6725,7241,100
7423,7015,32
8532,4961,63
8729,6496,7
8808,5000,5
411,3772,89
536,4434,4
708,3790,75
743,2967,57
822,3361,92
849,3176,37
1069,2957,70
1232,3266,11
1325,2543,36
1493,3005,13
1549,1847,49
1603,2580,79
1718,1205,40
1765,3048,98
1789,1764,16
1771,1782,31
1851,1229,51
1899,2756,93
1941,982,79
1981,1729,24
1980,2203,53
2007,1231,68
2023,1687,34
2068,4320,51
2103,5702,24
2132,2051,27
2187,1366,72
2196,1357,20
2364,3552,96
2357,3558,99
2456,3775,12
2466,3764,53
2520,3553,59
2610,2361,51
2682,1816,61
2756,4735,15
2759,4731,74
2785,3288,28
2783,2975,92
2818,3098,64
2813,2000,23
2834,1191,13
2907,1591,57
2959,3744,28
2986,2614,79
3019,2739,24
3074,2212,16
3125,2633,7
3166,4324,99
3193,1148,18
3212,3176,97
3284,3104,99
3313,398,46
3328,4005,39
3403,465,77
3412,1716,51
3554,5197,32
3536,647,77
3558,2042,94
3572,768,36
3583,2332,95
3613,1830,58
3626,1817,73
3682,1131,58
3675,2083,83
3749,907,60
3775,1826,89
3773,2930,70
3871,3147,87
4044,4549,48
4129,5724,49
4219,3429,37
4227,2476,76
4220,5160,45
4284,1002,98
4344,3619,1
4359,926,72
4371,3435,11
4423,3382,54
4433,4632,92
4439,3209,48
4463,2082,67
4491,4417,64
4507,4873,48
4562,4504,40
4567,876,29
4557,7658,89
4582,3696,72
4587,4951,1
4590,4633,71
4608,4930,8
4612,2406,3
4643,4265,68
4681,2967,18
4691,7997,55
4757,5096,22
4765,2726,53
4811,2365,57
4833,6122,75
4926,7290,77
5016,7672,72
5010,5001,77
5013,4525,6
5071,3995,32
5085,1146,84
5180,3728,34
5214,7316,89
5214,7316,50
5351,5290,60
5418,5538,38
5449,3774,97
5468,3913,88
5562,5708,87
5602,3306,70
5823,5447,98
5973,5612,25
5967,4989,77
6216,2850,16
6396,7237,34
6877,7701,18
7079,2932,21
7269,3844,38
8056,4789,29
9077,3611,73
581,3742,56
628,4010,57
705,3618,25
928,2608,50
954,3054,59
980,3343,71
1105,2903,35
1108,4475,87
1327,2681,71
1334,2831,92
1392,1986,30
1423,1797,55
1446,3192,38
1479,1584,11
1552,2141,44
1598,4300,29
1601,2407,84
1619,3334,84
1745,1633,10
1826,3127,98
1914,834,7
1943,2065,53
1953,1740,13
1973,2035,82
2033,2132,97
2184,2296,79
2287,1248,78
2324,2314,92
2372,2266,82
2385,4930,6
2405,1918,73
2403,2393,100
2443,2825,100
2457,2969,54
2466,2802,48
2527,1796,44
2534,2577,92
2512,3386,31
2586,3470,84
2581,2372,55
2651,4822,23
2765,2503,72
2817,3081,85
2865,2088,6
2903,3783,28
2893,4737,2
2927,2183,81
2938,2487,91
2956,3100,84
2961,2780,26
2992,701,59
3095,598,26
3141,1024,99
3149,544,46
3258,1223,25
3246,1392,74
3273,3412,41
3310,541,94
3380,3305,86
3379,786,97
3402,763,75
3405,4698,2
3404,446,56
3421,1532,36
3432,576,41
3511,2072,86
3548,2350,89
3530,2840,7
3568,598,41
3597,1514,64
3628,223,38
3650,2090,33
3672,1753,69
3698,5822,94
3770,395,38
3844,794,90
3843,3630,47
4000,2686,36
4064,1834,13
4126,5710,90
4171,4405,100
4296,2862,43
4288,4288,9
4411,1645,75
4417,3214,54
4455,1128,76
4482,5196,50
4506,3125,52
4530,5621,49
4581,1947,42
4630,3315,25
4641,1729,36
4671,5165,91
4668,2805,56
4696,5612,93
4775,5848,34
4788,8198,18
4838,6887,32
4884,4952,14
4906,9024,43
4934,4587,99
4924,4597,99
4960,5033,13
5005,7508,74
5006,7192,50
5022,8751,36
5026,4495,55
5176,6077,10
5209,3681,83
5426,2519,41
5461,3902,58
5469,5311,77
5524,5886,75
5552,4441,12
5566,3955,26
5649,3556,48
5724,5371,62
5811,5127,72
5882,2851,3
5986,5582,70
6198,6630,63
6200,2848,99
6258,3578,60
6567,5788,12
6909,2926,20
7374,6399,94
7822,6581,99
7935,4420,49
7976,5797,74
7930,6473,69
8025,4488,89
8195,6366,54
8828,4945,55
8841,3672,63
9089,4369,23
656,3807,32
766,4485,6
878,2955,78
1088,3532,99
1093,2897,69
1135,2383,28
1380,2611,45
1384,2134,30
1775,2058,7
1837,1366,47
1917,3491,12
1892,2414,76
1907,3343,48
1994,1209,14
2069,3181,62
2155,2308,100
2175,1343,81
2257,1734,22
2323,1352,44
2339,1651,56
2347,1486,29
2359,1474,53
2367,4144,46
2466,1367,91
2489,3234,32
2612,2953,48
2612,3111,77
2706,3017,80
2746,6600,44
2740,2983,100
2810,1338,85
2818,2433,86
2854,5232,59
2876,2847,78
2872,961,96
2861,2232,39
2912,1393,69
3010,2870,72
3040,1738,76
3047,786,46
3055,4558,32
3048,2203,58
3104,4666,22
3073,3595,24
3138,5578,78
3176,500,100
3149,2101,73
3185,2065,57
3188,2850,38
3203,2205,68
3207,1099,55
3225,2340,80
3255,735,89
3253,423,81
3289,1174,39
3303,372,84
3315,4298,37
3471,1464,81
3512,2053,32
3523,625,52
3599,2911,15
3585,1666,25
3650,813,93
3621,5882,16
3700,1866,10
3722,4049,8
3745,1348,69
3786,3512,38
3797,1453,15
3835,1416,5
3903,2450,63
3943,3513,20
3970,808,5
3983,1582,48
4035,1531,18
4073,4642,36
4096,1942,42
