47049,20055,79
34348,7524,94
1633,8980,43
3845,7478,4
21958,11761,45
16800,38362,55
26065,32199,34
44738,3590,48
3670,4725,21
37200,17306,34
30399,39834,96
9356,30693,11
49377,28760,95
23034,8017,32
28696,9691,6
23877,48714,86
44089,47807,7
39051,49972,13
4893,41473,1
45251,37358,91
8296,20317,67
9143,16254,47
32352,1265,84
35631,6237,92
16628,25329,80
21328,48779,95
44162,3055,47
9026,29427,51
9544,24276,30
34851,29156,77
39097,2580,53
18190,46009,86
29802,32261,77
9976,22731,67
46298,41394,43
48971,13945,70
20139,41387,85
45021,18008,75
34169,15446,16
14544,15235,69
10357,32557,87
5887,14329,68
48292,4283,76
2154,29217,70
29869,12408,36
9020,3321,83
7006,42493,95
41905,41528,98
29381,12906,4
10693,45295,88
7613,21610,64
718,25730,4
26672,18934,94
30931,34571,99
30067,16679,92
46324,15060,65
4204,31496,22
29119,2818,23
5907,6229,84
39971,16890,71
11922,15427,71
38199,31440,25
13460,43133,90
25464,48348,41
25810,41344,67
30245,1018,98
41068,32689,37
5513,32227,7
835,31477,87
30139,32724,75
46704,24279,99
17311,47782,21
14705,20246,72
32885,34381,82
5984,29502,7
42203,15795,71
16578,21729,38
458,2776,93
24660,35959,90
37248,26451,58
19881,21080,96
16076,43737,69
36527,22706,1
49683,28620,17
16995,2403,17
35178,18977,61
35230,23496,92
32610,45947,95
42941,39813,7
31676,42365,76
8818,18304,7
9442,30383,41
9534,43999,43
11086,27568,58
23762,47692,97
10348,32380,85
42773,42907,6
39114,1358,40
6109,27369,55
13273,18189,81
47315,46375,9
3409,43248,74
45933,37812,33
16571,41312,19
11040,25584,62
39794,27394,31
10720,37733,7
23735,2413,79
23216,1128,77
38192,46644,15
13830,24551,53
41726,13113,93
310,26428,45
34257,42621,52
36587,35931,69
22476,15467,56
26675,39897,77
20407,5652,21
40418,46118,86
9886,28930,64
6685,21647,27
44603,647,74
44106,42215,89
17569,3070,87
8634,37775,15
25142,31103,21
48237,17608,25
35280,45404,2
28386,13440,19
31564,37471,86
39762,9688,85
28359,19564,56
22541,22035,99
20216,11089,77
37845,5178,84
4454,11126,53
41581,33991,38
27225,22917,34
47926,37910,25
2988,38915,21
16126,31105,31
15415,4296,38
30564,31559,77
49539,35474,49
10880,26040,66
2608,36027,9
6425,35688,13
20783,15635,25
26150,17863,21
7828,47719,41
30458,18939,89
33915,22027,47
15007,8944,3
17858,7052,17
39444,24492,28
30509,28892,21
16598,261,95
37078,37261,70
30616,233,7
41234,31912,90
45499,9196,50
31739,3419,37
26821,25996,54
34204,14271,68
8600,15777,28
30541,10480,99
29800,33971,32
25200,20384,82
2850,49244,12
17449,41930,56
47750,5864,33
48281,16505,50
1809,7044,23
25397,17821,89
47255,39081,50
49193,30728,72
32096,36228,37
33973,4772,42
47681,37083,37
31758,21514,37
42423,20400,55
41085,43591,67
42855,963,31
41725,29142,9
37127,44487,16
30697,33609,15
44726,40119,53
38506,31915,36
43327,29057,52
35961,28270,11
38278,23771,98
12719,20752,11
2699,25313,100
23790,42786,95
11884,12516,16
34889,32656,72
18624,30019,55
12676,7863,43
5813,45314,90
26510,18444,42
31822,30037,24
31272,32314,2
49134,45401,12
13867,4585,94
49286,33828,47
46132,44062,48
5140,47926,59
33161,20263,62
2475,34841,76
49821,28806,47
40834,23542,52
26748,33644,92
4423,48878,32
10154,36690,98
46595,3242,68
46593,37342,73
44321,24549,85
12285,21542,58
7153,38490,56
16886,45873,48
9481,46322,85
27786,15266,17
23770,30411,45
44018,44364,24
48998,27,85
9153,48619,93
49871,3025,15
27098,37193,21
4254,25523,81
42225,14850,95
25395,30860,10
28040,29809,12
46752,4427,91
684,45158,90
