1513,1592,13
8216,8420,51
5047,4459,18
6377,7568,47
6628,5791,18
8216,3665,56
2776,2839,95
2144,1026,94
3292,5584,21
245,1043,51
3051,2342,25
8764,3204,42
3829,4391,27
8462,4042,10
480,5380,34
1793,7252,68
2728,654,95
9790,9813,64
3460,2601,47
5560,3426,10
3051,7796,33
1060,2807,73
8815,2842,19
332,2575,52
3796,6375,4
3148,4035,87
17,9850,8
4552,697,12
4492,4503,99
6341,6005,39
4577,3616,12
5739,4202,34
6912,1249,96
1603,9500,47
5846,3225,95
1696,3219,2
7414,223,57
784,8444,12
614,1181,35
5848,5172,84
8381,2954,7
7948,2542,66
9551,4289,100
6274,2575,55
7348,7185,10
785,8933,47
6951,9292,2
6694,3277,38
2610,7172,77
3197,363,94
2483,2172,73
9430,5155,38
8237,4849,17
6172,1337,88
8832,3527,94
1386,912,44
6024,9105,2
1953,3447,2
1935,6530,30
7834,2657,94
2625,7568,79
7894,9488,16
3497,2588,26
4061,9045,22
3546,7314,6
4273,6604,20
7594,7558,47
6494,3759,60
5358,6382,85
9577,8398,29
2459,5465,73
4329,4958,54
4977,7242,22
1095,83,57
8231,6683,99
7971,9873,52
1768,8221,92
5600,4227,47
9200,9333,41
1396,6564,73
5295,1469,21
6489,3803,98
361,7818,55
2231,1437,72
489,3394,81
1250,1235,25
7916,7658,97
4525,4957,43
5982,8488,42
8278,3860,24
1158,3323,8
91,5440,82
4491,6301,90
596,3481,97
4502,4128,14
1318,3677,73
2100,4972,59
5858,4618,23
6830,5832,50
8823,8598,47
5314,4147,44
7766,1658,79
4054,1582,51
9174,1890,75
3308,9162,66
4080,9269,45
6722,6755,59
5904,5226,7
2101,4815,78
7389,5779,42
7016,9888,8
8720,1244,1
275,298,86
9349,738,4
6598,5122,22
6227,4957,50
2871,204,97
2102,682,59
8249,3287,37
2874,9010,54
2451,2735,20
2622,1617,77
7315,9641,68
1726,4111,88
6646,3879,70
3416,842,28
3478,5607,74
6115,8484,17
9352,4977,65
3166,3490,93
7666,3956,23
3697,9470,49
860,3718,34
3961,5643,26
1643,4033,50
4499,3373,25
5602,5250,85
5751,919,27
2691,9708,68
409,6107,59
4182,8684,78
4213,71,95
795,1488,97
4919,2193,94
7922,4892,48
6729,4220,52
8021,7396,100
213,5362,9
883,197,25
866,1279,69
5069,5008,86
5750,5443,90
7940,6418,15
5930,6076,26
7939,217,29
5661,3668,18
590,6423,48
2773,9798,81
5577,9754,67
457,4051,93
7154,4024,93
2250,557,24
3554,3952,4
8995,1508,61
1328,3523,46
8736,9822,77
1889,4167,3
4667,9006,93
5580,6810,60
9884,722,78
9772,7793,27
8732,1721,83
4697,1044,51
2417,8921,58
1763,1990,20
2730,1734,12
6102,3122,15
1875,8695,16
6166,8419,9
3039,2362,67
7708,7999,43
5468,2546,13
9972,148,34
8116,3674,15
7359,1674,54
4324,9984,81
7897,9717,66
7214,8540,50
5781,8759,22
5386,4966,34
109,5646,61
5661,9280,97
3210,3169,79
7450,1595,7
1601,5551,48
8660,3105,23
9006,40,61
4498,7721,83
3185,1365,72
6231,287,73
5956,628,81
7035,5922,26
7174,5819,18
6420,8535,11
560,5606,88
6593,8067,36
3990,8962,21
8516,2272,90
3388,8461,47
424,3426,19
9983,2051,45
1896,5365,62
7521,1854,51
3659,3198,99
4905,3824,65
1866,1928,48
4533,2460,72
6426,3124,56
9898,2135,33
8630,9732,89
8847,3354,64
7222,9682,3
8198,2780,74
2211,8321,56
5862,7216,17
1808,6651,76
4781,5652,68
4333,3269,99
890,4842,41
3785,4593,64
7842,9666,40
5112,8050,26
6298,5829,38
898,4597,71
6787,5513,68
5674,9499,40
7824,1068,10
6421,1342,56
6366,3990,43
9404,9226,34
4738,2833,50
764,8667,38
4702,5409,63
914,3246,39
5737,6441,40
345,8433,47
5328,8472,48
5302,1523,47
5537,5162,55
1456,101,98
1878,7074,32
4745,9496,90
6198,4559,97
2597,9220,32
8570,3183,75
472,8306,45
5742,1165,8
4995,4605,81
306,6284,51
7558,9810,96
3597,2533,60
8546,1305,87
336,2024,5
7686,3687,11
82,3090,21
6059,3143,27
7543,2855,75
3133,1883,35
443,1064,12
3726,7592,9
5718,8298,93
2761,1757,80
9663,3119,2
9282,5533,86
616,3855,75
3816,8582,84
7655,6057,15
29,5402,27
7679,75,20
